Workshop_1_Demo	Total	Male	Female																																																																																																																																																																																																																																																							
 20-24 	2950.082756	1086.008790	1864.073966																																																																																																																																																																																																																																																							
 25-29 	3805.337132	1608.944587	2196.392545																																																																																																																																																																																																																																																							
 30-34 	3188.071832	1490.838204	1697.233628																																																																																																																																																																																																																																																							
 35-39 	2438.412941	1193.129965	1245.282976																																																																																																																																																																																																																																																							
 40-44 	1686.277829	825.103257	861.174571																																																																																																																																																																																																																																																							
 45-49 	1083.858704	509.905504	573.953199																																																																																																																																																																																																																																																							
 50-54 	675.835651	301.214422	374.621228																																																																																																																																																																																																																																																							
 55-59 	399.707962	176.795061	222.912901																																																																																																																																																																																																																																																							
 60-64 	233.033768	113.068803	119.964965																																																																																																																																																																																																																																																							
 65-69 	141.042542	75.095261	65.947281																																																																																																																																																																																																																																																							
 70-74 	95.914189	43.758077	52.156112																																																																																																																																																																																																																																																							
 75-79 	37.686734	18.512036	19.174697																																																																																																																																																																																																																																																							
 80+ 	2.963907	2.393816	0.570091																																																																																																																																																																																																																																																							
Total	17714.370373	7778.543051	9935.827322																																																																																																																																																																																																																																																							
1996			
 0-4	316.024625	159.801157	156.223468
 5-9	65.111671	32.882731	32.228939
 10-14 	4.622897	2.328118	2.294780
 15-19 	1073.734866	303.565331	770.169536
 20-24 	4514.690566	1640.893508	2873.797059
 25-29 	6019.938610	2520.839132	3499.099478
 30-34 	5096.061784	2363.966667	2732.095118
 35-39 	3917.677877	1893.940809	2023.737068
 40-44 	2767.017802	1329.703491	1437.314311
 45-49 	1807.684376	832.966996	974.717380
 50-54 	1115.650383	486.602710	629.047674
 55-59 	664.726660	286.962152	377.764508
 60-64 	382.571845	180.558783	202.013063
 65-69 	229.012342	119.744066	109.268276
 70-74 	153.116685	70.008461	83.108224
 75-79 	61.988608	29.633080	32.355528
 80+ 	5.496359	4.260471	1.235888
Total	28195.127959	12258.657662	15936.470297
1997			
 0-4	460.795410	232.978460	227.816950
 5-9	107.199600	54.122265	53.077335
 10-14 	9.597069	4.831736	4.765333
 15-19 	1452.157712	404.228274	1047.929438
 20-24 	6427.610839	2306.107876	4121.502963
 25-29 	8863.963695	3694.365102	5169.598593
 30-34 	7615.792178	3519.823631	4095.968547
 35-39 	5878.171108	2816.096784	3062.074324
 40-44 	4240.208157	2003.441661	2236.766496
 45-49 	2831.534941	1277.929966	1553.604975
 50-54 	1728.644988	736.919432	991.725556
 55-59 	1037.688966	436.884055	600.804911
 60-64 	589.288781	270.141202	319.147580
 65-69 	347.913961	178.082837	169.831124
 70-74 	228.170283	104.576134	123.594149
 75-79 	95.006793	44.269608	50.737184
 80+ 	9.512082	7.045729	2.466353
Total	41923.256561	18091.844749	23831.411811
1998			
 0-4	634.902297	320.969272	313.933025
 5-9	168.965584	85.277091	83.688494
 10-14 	18.933449	9.529432	9.404017
 15-19 	1828.427517	502.598742	1325.828775
 20-24 	8571.349408	3037.669732	5533.679676
 25-29 	12267.914499	5098.891901	7169.022598
 30-34 	10730.339739	4952.017499	5778.322240
 35-39 	8302.324969	3954.968566	4347.356404
 40-44 	6098.836293	2840.760860	3258.075433
 45-49 	4172.494357	1848.206666	2324.287691
 50-54 	2525.723517	1053.507511	1472.216006
 55-59 	1523.920268	626.194511	897.725757
 60-64 	856.754041	381.396409	475.357631
 65-69 	498.018038	249.018882	248.999156
 70-74 	320.104458	146.903420	173.201038
 75-79 	137.102740	62.438957	74.663783
 80+ 	15.469041	10.908541	4.560500
Total	58671.580215	25181.257991	33490.322225
1999			
 0-4	834.323968	421.733245	412.590723
 5-9	257.365585	129.846971	127.518614
 10-14 	35.400145	17.813306	17.586840
 15-19 	2162.907168	588.666808	1574.240360
 20-24 	10802.671913	3778.686835	7023.985077
 25-29 	16137.976491	6685.458297	9452.518194
 30-34 	14363.573099	6610.485295	7753.087804
 35-39 	11143.606474	5293.678219	5849.928255
 40-44 	8281.016340	3817.693766	4463.322574
 45-49 	5798.301740	2530.658372	3267.643368
 50-54 	3491.834744	1430.154539	2061.680205
 55-59 	2110.517367	848.638225	1261.879143
 60-64 	1181.724560	511.551661	670.172898
 65-69 	676.766533	330.178177	346.588356
 70-74 	427.678243	196.015977	231.662265
 75-79 	189.198827	84.431408	104.767420
 80+ 	23.981668	16.025339	7.956329
Total	77918.844865	33291.716439	44627.128426
2000			
 0-4	1052.471588	531.954835	520.516752
 5-9	380.084704	191.705093	188.379611
 10-14 	62.546499	31.468751	31.077748
 15-19 	2427.294889	656.596742	1770.698147
 20-24 	12964.224288	4471.663613	8492.560675
 25-29 	20264.911275	8311.555463	11953.355813
 30-34 	18463.017073	8475.076121	9987.940952
 35-39 	14335.781934	6804.282310	7531.499624
 40-44 	10678.055917	4894.670480	5783.385437
 45-49 	7628.066950	3296.270118	4331.796832
 50-54 	4581.801159	1852.074360	2729.726799
 55-59 	2765.175094	1092.444432	1672.730663
 60-64 	1552.301544	655.235139	897.066406
 65-69 	878.157621	417.843828	460.313794
 70-74 	549.297863	250.542927	298.754936
 75-79 	252.413197	110.450204	141.962993
 80+ 	36.050246	22.725409	13.324837
Total	98871.651842	42066.559825	56805.092017
2001			
 0-4	1279.963093	646.971312	632.991781
 5-9	543.154180	273.950404	269.203775
 10-14 	104.328667	52.495043	51.833624
 15-19 	2610.102501	705.180675	1904.921825
 20-24 	14894.867468	5067.336161	9827.531307
 25-29 	24459.561159	9921.321537	14538.239621
 30-34 	22869.065477	10409.675709	12459.389768
 35-39 	17775.836681	8424.719023	9351.117657
 40-44 	13158.451204	6021.889971	7136.561233
 45-49 	9543.964916	4100.657971	5443.306945
 50-54 	5740.735561	2302.027851	3438.707711
 55-59 	3442.141297	1341.645093	2100.496204
 60-64 	1950.722754	805.777185	1144.945569
 65-69 	1091.951459	506.917292	585.034167
 70-74 	680.939865	307.847765	373.092100
 75-79 	326.944523	140.657678	186.286845
 80+ 	52.680761	31.241305	21.439456
Total	120525.411564	51060.311976	69465.099588
2002			
 0-4	1502.886577	759.673090	743.213487
 5-9	746.809960	376.705884	370.104076
 10-14 	164.430838	82.751263	81.679575
 15-19 	2712.171535	735.256001	1976.915534
 20-24 	16431.069223	5517.773812	10913.295412
 25-29 	28429.963107	11353.946346	17076.016760
 30-34 	27313.979025	12305.900310	15008.078714
 35-39 	21306.259650	10081.380111	11224.879539
 40-44 	15557.347007	7135.179054	8422.167954
 45-49 	11390.235617	4886.939159	6503.296458
 50-54 	6871.858101	2746.586411	4125.271690
 55-59 	4089.369297	1578.760860	2510.608437
 60-64 	2347.206216	952.356165	1394.850050
 65-69 	1304.684405	591.617736	713.066669
 70-74 	814.617516	364.112700	450.504816
 75-79 	408.282054	172.850152	235.431902
 80+ 	74.445605	41.583444	32.862161
Total	141465.615732	59683.372496	81782.243236
2003			
 0-4	1561.821357	789.483802	772.337555
 5-9	870.775473	439.305064	431.470409
 10-14 	215.306829	108.376432	106.930397
 15-19 	2484.705661	680.474731	1804.230931
 20-24 	15546.659128	5173.951165	10372.707962
 25-29 	28167.045270	11079.951492	17087.093778
 30-34 	27831.112759	12398.531666	15432.581093
 35-39 	21834.253632	10301.108495	11533.145137
 40-44 	15675.473564	7219.434495	8456.039069
 45-49 	11533.553224	4953.014346	6580.538879
 50-54 	6992.064086	2791.802203	4200.261883
 55-59 	4133.300855	1584.552926	2548.747929
 60-64 	2400.518229	959.884800	1440.633429
 65-69 	1331.018921	590.601930	740.416992
 70-74 	832.706731	367.258642	465.448088
 75-79 	431.003719	180.133922	250.869797
 80+ 	88.514951	46.824029	41.690921
Total	141929.834390	59664.690140	82265.144249
2004			
 0-4	1652.599500	835.230091	817.369409
 5-9	1049.111156	529.324947	519.786209
 10-14 	291.989801	147.000248	144.989553
 15-19 	2427.398611	674.014787	1753.383824
 20-24 	15490.468752	5125.896899	10364.571853
 25-29 	29284.387280	11381.148468	17903.238812
 30-34 	29774.809440	13153.487926	16621.321514
 35-39 	23449.350640	11028.223325	12421.127315
 40-44 	16577.882431	7687.843821	8890.038610
 45-49 	12129.042296	5238.694239	6890.348057
 50-54 	7373.744784	2956.019511	4417.725273
 55-59 	4337.286483	1660.908120	2676.378363
 60-64 	2538.378712	1007.071514	1531.307198
 65-69 	1409.556807	615.946541	793.610266
 70-74 	882.128621	385.087217	497.041404
 75-79 	466.562530	193.961070	272.601460
 80+ 	106.588422	54.352399	52.236023
Total	149241.286265	62674.211122	86567.075143
2005			
 0-4	1694.862269	856.331912	838.530357
 5-9	1227.725286	619.427737	608.297549
 10-14 	389.365079	196.036268	193.328810
 15-19 	2393.109949	676.818959	1716.290990
 20-24 	15335.995674	5060.057362	10275.938312
 25-29 	30132.362872	11600.023059	18532.339813
 30-34 	31435.148434	13744.312178	17690.836255
 35-39 	24952.249462	11724.014505	13228.234956
 40-44 	17382.349903	8116.456320	9265.893583
 45-49 	12544.128319	5455.630690	7088.497628
 50-54 	7645.799467	3078.639668	4567.159799
 55-59 	4484.895173	1718.008809	2766.886364
 60-64 	2633.122195	1038.273385	1594.848810
 65-69 	1469.644212	633.729084	835.915129
 70-74 	917.472784	396.237959	521.234825
 75-79 	493.232655	204.451584	288.781070
 80+ 	124.065986	61.576063	62.489923
Total	155255.529717	65180.025545	90075.504173
2006			
 0-4	1676.147687	846.548903	829.598784
 5-9	1372.936875	692.545019	680.391856
 10-14 	500.111489	251.783218	248.328270
 15-19 	2361.618679	683.756642	1677.862037
 20-24 	14912.536088	4920.435492	9992.100596
 25-29 	30183.377460	11553.660674	18629.716786
 30-34 	32223.870582	14010.194590	18213.675992
 35-39 	25743.604714	12056.343525	13687.261189
 40-44 	17717.999328	8318.493699	9399.505628
 45-49 	12501.575397	5483.355641	7018.219756
 50-54 	7627.802839	3086.863176	4540.939663
 55-59 	4482.911178	1721.741228	2761.169950
 60-64 	2623.509309	1030.946491	1592.562818
 65-69 	1479.493866	631.944985	847.548881
 70-74 	919.004255	392.923044	526.081211
 75-79 	500.069823	207.303773	292.766050
 80+ 	135.865098	66.407857	69.457242
Total	156962.434666	65955.247956	91007.186709
2007			
 0-4	1596.226697	805.802646	790.424051
 5-9	1467.526571	739.958754	727.567817
 10-14 	615.803942	309.992234	305.811708
 15-19 	2339.031471	696.704242	1642.327229
 20-24 	14293.863321	4725.784351	9568.078970
 25-29 	29577.368962	11291.328397	18286.040565
 30-34 	32267.310123	13948.744542	18318.565581
 35-39 	25901.876038	12109.476402	13792.399636
 40-44 	17688.612071	8347.451793	9341.160278
 45-49 	12168.166372	5384.630955	6783.535417
 50-54 	7435.451853	3022.387789	4413.064064
 55-59 	4394.984441	1692.765387	2702.219055
 60-64 	2559.152171	1002.676272	1556.475900
 65-69 	1460.831846	618.980182	841.851664
 70-74 	901.474865	381.460329	520.014536
 75-79 	494.785204	205.252879	289.532325
 80+ 	143.146801	69.196660	73.950140
Total	155305.612748	65352.593814	89953.018934
2008			
 0-4	1577.021701	796.131444	780.890257
 5-9	1517.543657	764.783440	752.760217
 10-14 	727.143948	365.973069	361.170879
 15-19 	2342.132802	720.933949	1621.198853
 20-24 	13670.355367	4526.651077	9143.704290
 25-29 	29012.272482	11026.243238	17986.029245
 30-34 	32503.040216	13920.514828	18582.525389
 35-39 	26322.705803	12228.464720	14094.241084
 40-44 	17943.735115	8461.720878	9482.014237
 45-49 	12218.673172	5421.569938	6797.103235
 50-54 	7532.922862	3052.581906	4480.340956
 55-59 	4494.803120	1721.538808	2773.264312
 60-64 	2603.266952	1007.286596	1595.980356
 65-69 	1501.185935	625.232744	875.953191
 70-74 	917.238848	381.516987	535.721861
 75-79 	509.493721	209.217490	300.276231
 80+ 	158.210727	74.595810	83.614916
Total	155551.746431	65304.956921	90246.789510
2009			
 0-4	1500.021522	757.336693	742.684829
 5-9	1543.920476	777.646568	766.273909
 10-14 	832.210481	418.779204	413.431277
 15-19 	2375.301960	758.177339	1617.124621
 20-24 	13056.410556	4330.876016	8725.534539
 25-29 	28278.694179	10706.006199	17572.687980
 30-34 	32554.999730	13815.192605	18739.807125
 35-39 	26655.500334	12304.589523	14350.910811
 40-44 	18114.637898	8516.069672	9598.568225
 45-49 	12279.565315	5463.825089	6815.740227
 50-54 	7631.855764	3083.595901	4548.259864
 55-59 	4610.903868	1754.885167	2856.018701
 60-64 	2661.207967	1016.869937	1644.338030
 65-69 	1545.790292	632.811766	912.978526
 70-74 	936.685385	382.586612	554.098773
 75-79 	522.861519	211.839556	311.021963
 80+ 	170.592339	78.499428	92.092911
Total	155271.159586	65009.587276	90261.572310
2010			
 0-4	1184.428348	597.559326	586.869022
 5-9	1475.887145	742.699503	733.187642
 10-14 	925.287601	465.536992	459.750610
 15-19 	2371.322925	786.575056	1584.747869
 20-24 	11935.529322	4011.783192	7923.746130
 25-29 	25602.949828	9822.944319	15780.005509
 30-34 	29707.996190	12740.873739	16967.122451
 35-39 	24418.052287	11374.605544	13043.446742
 40-44 	16526.038444	7899.685070	8626.353374
 45-49 	10956.750297	4984.062920	5972.687376
 50-54 	6793.712387	2794.438706	3999.273681
 55-59 	4170.090997	1611.469481	2558.621516
 60-64 	2406.503329	932.224853	1474.278476
 65-69 	1406.428105	581.170592	825.257513
 70-74 	854.916106	349.466617	505.449489
 75-79 	468.588830	191.627716	276.961114
 80+ 	151.908901	70.590719	81.318182
Total	141356.391043	59957.314345	81399.076698
2011			
 0-4	547.372061	274.873339	272.498722
 5-9	1256.553437	631.135074	625.418364
 10-14 	988.199836	497.011087	491.188749
 15-19 	2239.743431	771.443608	1468.299823
 20-24 	10105.513765	3493.087561	6612.426204
 25-29 	20585.673829	8196.282606	12389.391223
 30-34 	23228.080346	10366.176993	12861.903353
 35-39 	18755.981665	9118.611649	9637.370016
 40-44 	12407.988307	6203.877761	6204.110546
 45-49 	7712.027271	3713.413813	3998.613458
 50-54 	4692.989937	2039.308542	2653.681395
 55-59 	2946.144307	1201.400040	1744.744267
 60-64 	1711.254792	704.309379	1006.945413
 65-69 	1009.423368	441.238131	568.185237
 70-74 	627.242381	265.494627	361.747754
 75-79 	324.310987	140.322332	183.988654
 80+ 	95.770485	47.564945	48.205540
Total	109234.270205	48105.551487	61128.718718
2012			
 0-4	167.044656	83.849432	83.195224
 5-9	976.273859	492.164714	484.109144
 10-14 	1001.007480	503.817973	497.189507
 15-19 	2050.137575	733.236557	1316.901018
 20-24 	8354.739407	2987.014207	5367.725199
 25-29 	16097.491870	6672.817444	9424.674427
 30-34 	17588.034708	8169.745564	9418.289144
 35-39 	13522.661232	6917.022921	6605.638311
 40-44 	8617.698206	4554.809446	4062.888759
 45-49 	5044.323166	2577.285746	2467.037420
 50-54 	3061.871154	1401.985216	1659.885938
 55-59 	1985.992971	849.404520	1136.588451
 60-64 	1171.786956	507.674256	664.112700
 65-69 	699.650620	320.436893	379.213727
 70-74 	444.013756	193.872661	250.141094
 75-79 	217.294668	98.298906	118.995762
 80+ 	60.961727	31.072908	29.888819
Total	81060.984010	37094.509365	43966.474646
2013			
 0-4	196.121459	98.810896	97.310562
 5-9	859.068830	433.163563	425.905267
 10-14 	994.919436	500.583824	494.335612
 15-19 	1898.875447	704.815620	1194.059828
 20-24 	7238.952088	2630.274190	4608.677898
 25-29 	13869.794427	5806.729594	8063.064833
 30-34 	15389.167588	7155.509293	8233.658295
 35-39 	11603.946978	5959.088003	5644.858975
 40-44 	7285.963421	3872.940983	3413.022437
 45-49 	4235.629280	2180.104755	2055.524525
 50-54 	2553.987299	1185.024014	1368.963285
 55-59 	1700.067975	730.262917	969.805058
 60-64 	1024.523089	443.237022	581.286066
 65-69 	610.191906	278.224564	331.967342
 70-74 	390.119186	169.591342	220.527844
 75-79 	190.048917	83.806298	106.242619
 80+ 	54.178141	26.408474	27.769667
Total	70095.555467	32258.575354	37836.980113
2014			
 0-4	172.804073	87.108097	85.695976
 5-9	751.654063	378.967038	372.687025
 10-14 	993.053739	499.287934	493.765804
 15-19 	971.643404	333.903711	637.739692
 20-24 	3001.482104	975.091965	2026.390139
 25-29 	5168.825926	1901.325034	3267.500892
 30-34 	5455.552103	2199.982961	3255.569142
 35-39 	4265.675445	1834.537055	2431.138389
 40-44 	2661.225517	1167.070679	1494.154838
 45-49 	1589.990535	646.761313	943.229222
 50-54 	996.913324	357.676838	639.236486
 55-59 	683.661980	225.485289	458.176691
 60-64 	416.724543	140.979922	275.744621
 65-69 	249.985065	90.342451	159.642614
 70-74 	165.475824	55.145012	110.330813
 75-79 	73.534919	25.671494	47.863425
 80+ 	17.588427	6.655730	10.932696
Total	27635.790991	10925.992526	16709.798466
2015			
 0-4	275.767891	139.041024	136.726867
 5-9	623.638118	314.204756	309.433362
 10-14 	960.438056	482.484729	477.953328
 15-19 	1283.425172	461.579866	821.845306
 20-24 	4143.765564	1346.199018	2797.566546
 25-29 	7980.023684	2906.860265	5073.163420
 30-34 	9291.911597	3746.868053	5545.043543
 35-39 	7924.244549	3451.603722	4472.640827
 40-44 	5065.129541	2306.918785	2758.210756
 45-49 	3191.238780	1405.398723	1785.840057
 50-54 	1921.203610	759.498403	1161.705207
 55-59 	1309.096997	464.675445	844.421552
 60-64 	820.291080	290.131710	530.159370
 65-69 	483.067939	179.871309	303.196631
 70-74 	313.594020	110.848261	202.745758
 75-79 	152.485024	53.321497	99.163527
 80+ 	42.671316	16.986515	25.684800
Total	45781.992938	18436.492081	27345.500857
2016			
 0-4	348.846025	175.796574	173.049452
 5-9	462.444871	232.505593	229.939278
 10-14 	898.840018	451.074447	447.765571
 15-19 	1137.543639	424.054358	713.489281
 20-24 	3390.709767	1103.608728	2287.101039
 25-29 	6594.647173	2384.028920	4210.618253
 30-34 	7872.187118	3143.261317	4728.925801
 35-39 	7033.146829	3031.330113	4001.816716
 40-44 	4510.820787	2042.126643	2468.694143
 45-49 	2789.185948	1227.739935	1561.446013
 50-54 	1640.996274	652.769251	988.227023
 55-59 	1116.259117	396.617114	719.642002
 60-64 	713.516271	250.750714	462.765557
 65-69 	421.207526	155.744494	265.463033
 70-74 	272.551497	95.651994	176.899503
 75-79 	133.770731	45.903622	87.867109
 80+ 	36.807711	14.253635	22.554076
Total	39373.481302	15827.217452	23546.263850
2017			
 0-4	447.365571	225.537035	221.828536
 5-9	368.369656	185.166513	183.203143
 10-14 	835.555176	420.851869	414.703307
 15-19 	815.712259	313.576547	502.135711
 20-24 	2164.503532	707.323121	1457.180411
 25-29 	4129.968293	1486.030829	2643.937464
 30-34 	4921.752959	1949.134947	2972.618012
 35-39 	4470.481131	1908.564554	2561.916576
 40-44 	2819.907445	1264.223281	1555.684165
 45-49 	1645.772645	720.944309	924.828336
 50-54 	946.066856	375.901464	570.165391
 55-59 	645.922734	228.844405	417.078329
 60-64 	421.696412	147.497513	274.198898
 65-69 	251.260904	92.700376	158.560528
 70-74 	164.050494	56.875247	107.175247
 75-79 	79.071281	26.926803	52.144478
 80+ 	20.477723	7.700549	12.777173
Total	25147.935071	10117.799364	15030.135707
2018			
 0-4	490.041327	247.310499	242.730828
 5-9	347.073814	174.347138	172.726676
 10-14 	757.096080	381.365380	375.730701
 15-19 	691.128548	270.631334	420.497215
 20-24 	1674.729749	544.901957	1129.827791
 25-29 	3169.161865	1122.221332	2046.940533
 30-34 	3844.035620	1490.661687	2353.373932
 35-39 	3564.372466	1490.518414	2073.854051
 40-44 	2257.070465	992.587867	1264.482598
 45-49 	1283.493592	557.103051	726.390541
 50-54 	726.889246	288.685038	438.204208
 55-59 	493.384863	174.309208	319.075654
 60-64 	329.904662	113.603986	216.300676
 65-69 	199.266522	72.147021	127.119501
 70-74 	129.521854	44.037879	85.483975
 75-79 	63.205689	20.960603	42.245086
 80+ 	16.437705	5.871425	10.566280
Total	20036.814065	7991.263819	12045.550246
2019			
 0-4	491.390184	248.326706	243.063478
 5-9	294.922073	147.875505	147.046568
 10-14 	677.618940	341.204188	336.414752
 15-19 	610.423661	239.249530	371.174131
 20-24 	1370.423606	444.805435	925.618170
 25-29 	2543.816841	886.650903	1657.165938
 30-34 	3132.169668	1188.298084	1943.871584
 35-39 	2983.826740	1220.946329	1762.880411
 40-44 	1909.959981	822.515747	1087.444234
 45-49 	1069.691421	458.691732	610.999689
 50-54 	595.142362	235.265826	359.876536
 55-59 	399.457495	140.840081	258.617414
 60-64 	272.618696	92.441867	180.176829
 65-69 	167.996000	59.634205	108.361795
 70-74 	108.605982	36.144417	72.461565
 75-79 	53.563034	17.319037	36.243997
 80+ 	14.027378	4.757518	9.269861
Total	16695.654062	6584.967111	10110.686951
2020			
 0-4	492.322269	248.987020	243.335250
 5-9	331.916926	166.839109	165.077817
 10-14 	573.300083	288.608771	284.691313
 15-19 	594.994113	231.889562	363.104551
 20-24 	1252.503498	402.601175	849.902323
 25-29 	2287.844362	783.416686	1504.427677
 30-34 	2872.765791	1064.644456	1808.121334
 35-39 	2827.273552	1131.064188	1696.209365
 40-44 	1854.811622	781.331976	1073.479647
 45-49 	1037.110822	437.650553	599.460269
 50-54 	570.012238	225.229658	344.782580
 55-59 	374.679402	132.448955	242.230447
 60-64 	259.136646	86.709601	172.427045
 65-69 	163.747522	56.887204	106.860318
 70-74 	105.229576	34.299381	70.930195
 75-79 	52.690882	16.609024	36.081858
 80+ 	14.249978	4.587501	9.662477
Total	15664.589284	6093.804818	9570.784466
2021			
 0-4	486.662172	246.185626	240.476546
 5-9	363.145109	182.662431	180.482679
 10-14 	448.227335	225.469333	222.758002
 15-19 	564.207897	216.479533	347.728363
 20-24 	1156.035950	370.672268	785.363682
 25-29 	2033.594024	688.291445	1345.302579
 30-34 	2565.240541	933.207648	1632.032892
 35-39 	2590.516284	1016.819644	1573.696640
 40-44 	1737.100016	717.795959	1019.304057
 45-49 	967.080067	402.867856	564.212210
 50-54 	523.165831	205.026739	318.139093
 55-59 	338.174505	119.560643	218.613862
 60-64 	235.349616	78.191483	157.158133
 65-69 	152.786966	52.255530	100.531436
 70-74 	98.877906	31.635241	67.242665
 75-79 	49.419580	15.284383	34.135197
 80+ 	13.499927	4.175732	9.324196
Total	14323.083726	5506.581495	8816.502231
2022			
 0-4	459.371448	232.415018	226.956430
 5-9	419.765837	211.388781	208.377056
 10-14 	366.521906	184.306194	182.215712
 15-19 	560.604183	214.357900	346.246283
 20-24 	1113.209673	357.110470	756.099203
 25-29 	1856.399752	623.270033	1233.129719
 30-34 	2333.667303	837.148515	1496.518789
 35-39 	2402.125229	928.540233	1473.584995
 40-44 	1651.469281	671.768096	979.701185
 45-49 	920.350299	378.285982	542.064317
 50-54 	488.824211	190.980055	297.844156
 55-59 	311.505406	110.642147	200.863259
 60-64 	216.575079	71.963337	144.611742
 65-69 	144.534413	48.944192	95.590221
 70-74 	94.875337	29.931809	64.943529
 75-79 	47.214374	14.392287	32.822087
 80+ 	12.936175	3.891500	9.044675
Total	13399.949906	5109.336549	8290.613358
2023			
 0-4	428.586942	216.870762	211.716180
 5-9	464.606455	234.254718	230.351736
 10-14 	324.519271	163.127755	161.391517
 15-19 	562.946065	216.136260	346.809805
 20-24 	1117.731568	359.984911	757.746656
 25-29 	1751.714285	585.297274	1166.417011
 30-34 	2178.746744	774.960970	1403.785774
 35-39 	2270.315382	868.525948	1401.789434
 40-44 	1603.860537	645.403387	958.457150
 45-49 	899.512751	366.127042	533.385709
 50-54 	469.796842	183.555172	286.241670
 55-59 	295.144854	105.673679	189.471175
 60-64 	203.551328	68.177224	135.374104
 65-69 	139.445753	47.076582	92.369171
 70-74 	93.444100	29.251229	64.192871
 75-79 	46.318293	13.984559	32.333734
 80+ 	12.661012	3.748663	8.912349
Total	12862.902181	4882.156134	7980.746047
2024			
 0-4	400.367315	202.619576	197.747739
 5-9	489.440648	247.114035	242.326613
 10-14 	286.366649	143.790959	142.575690
 15-19 	519.440413	197.196233	322.244181
 20-24 	1135.986965	366.752133	769.234832
 25-29 	1687.372488	561.798085	1125.574402
 30-34 	2055.508202	726.635705	1328.872497
 35-39 	2155.040734	817.617551	1337.423183
 40-44 	1562.351843	623.040041	939.311803
 45-49 	885.603179	357.146011	528.457168
 50-54 	455.698814	177.947049	277.751765
 55-59 	281.787345	101.485931	180.301414
 60-64 	192.255706	65.115457	127.140249
 65-69 	134.625720	45.473684	89.152036
 70-74 	92.640041	28.836881	63.803160
 75-79 	45.818755	13.714287	32.104467
 80+ 	12.374526	3.628039	8.746487
Total	12392.679343	4679.911659	7712.767685
2025			
 0-4	374.748664	189.681472	185.067192
 5-9	515.404207	260.437495	254.966712
 10-14 	316.716935	159.166110	157.550826
 15-19 	461.242397	172.406361	288.836037
 20-24 	1164.211684	377.986234	786.225450
 25-29 	1652.685581	547.189182	1105.496399
 30-34 	1962.350881	690.484648	1271.866233
 35-39 	2058.383909	776.150821	1282.233088
 40-44 	1528.140935	605.044389	923.096546
 45-49 	879.627073	351.912276	527.714797
 50-54 	446.106862	173.579941	272.526921
 55-59 	272.451215	99.113324	173.337891
 60-64 	183.285451	62.960505	120.324946
 65-69 	130.253701	44.198150	86.055551
 70-74 	92.410152	28.672808	63.737345
 75-79 	45.824056	13.617490	32.206566
 80+ 	12.132618	3.541705	8.590913
Total	12095.976322	4556.142910	7539.833412
2026			
 0-4	274.524341	138.804721	135.719620
 5-9	510.370480	257.927483	252.442997
 10-14 	343.203140	172.548197	170.654943
 15-19 	401.281676	146.612622	254.669055
 20-24 	1167.673450	377.877067	789.796383
 25-29 	1641.164239	540.512499	1100.651740
 30-34 	1886.682787	661.366445	1225.316343
 35-39 	1968.896508	738.743292	1230.153216
 40-44 	1491.103699	586.649471	904.454228
 45-49 	874.582120	347.297651	527.284469
 50-54 	438.972384	170.628770	268.343615
 55-59 	263.930424	96.328026	167.602398
 60-64 	175.226401	60.943563	114.282838
 65-69 	125.473430	42.914153	82.559277
 70-74 	91.881224	28.446123	63.435101
 75-79 	46.037616	13.597740	32.439877
 80+ 	11.849758	3.452988	8.396770
Total	11712.853679	4384.650809	7328.202870
2027			
 0-4	187.545366	94.622704	92.922662
 5-9	473.304043	239.221868	234.082175
 10-14 	382.749523	192.595345	190.154177
 15-19 	367.799567	132.301898	235.497669
 20-24 	1124.604028	357.251755	767.352274
 25-29 	1639.178193	536.321233	1102.856960
 30-34 	1817.531044	633.690487	1183.840557
 35-39 	1879.424280	701.377495	1178.046785
 40-44 	1444.032550	564.088723	879.943827
 45-49 	865.069294	340.629075	524.440219
 50-54 	432.001026	166.920791	265.080236
 55-59 	254.672959	93.283864	161.389095
 60-64 	167.278185	58.857297	108.420888
 65-69 	119.873923	41.382276	78.491647
 70-74 	90.566380	27.965326	62.601054
 75-79 	46.069965	13.517342	32.552623
 80+ 	11.510448	3.346571	8.163877
Total	11303.210775	4197.374050	7105.836726
2028			
 0-4	173.178845	87.366123	85.812723
 5-9	405.056225	204.490798	200.565427
 10-14 	401.205811	202.005255	199.200556
 15-19 	349.712932	123.658472	226.054461
 20-24 	1070.712291	334.751779	735.960512
 25-29 	1637.834580	532.678657	1105.155922
 30-34 	1751.779108	606.826299	1144.952808
 35-39 	1788.300996	663.892279	1124.408717
 40-44 	1386.515390	537.810401	848.704989
 45-49 	849.384273	331.683959	517.700314
 50-54 	423.838764	162.620197	261.218567
 55-59 	245.021912	89.956934	155.064978
 60-64 	159.215016	56.594552	102.620464
 65-69 	113.505020	39.634559	73.870462
 70-74 	88.299463	27.223186	61.076276
 75-79 	45.774172	13.357110	32.417062
 80+ 	11.118695	3.227938	7.890757
Total	10900.453493	4017.778498	6882.674995
2029			
 0-4	138.680552	69.880325	68.800228
 5-9	331.197371	166.903771	164.293600
 10-14 	401.143110	202.149822	198.993288
 15-19 	371.918857	133.838119	238.080738
 20-24 	1031.937132	319.867256	712.069876
 25-29 	1653.707364	535.850889	1117.856475
 30-34 	1726.615275	595.618561	1130.996714
 35-39 	1730.929452	641.268199	1089.661253
 40-44 	1349.774568	521.751877	828.022691
